,doi,file,r32,r36,r40,result,success
3225,doi:10.7910/DVN/4C1KJT,study1.R,"Error in eval(expr, envir, enclos) : could not find function 'textGrob'","Error in textGrob('Study 1', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'","Error in textGrob('Study 1', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'","Error in textGrob('Study 1', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'",0.0
3226,doi:10.7910/DVN/4C1KJT,study2.R,"Error in eval(expr, envir, enclos) : could not find function 'textGrob'","Error in textGrob('Study 2', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'","Error in textGrob('Study 2', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'","Error in textGrob('Study 2', gp = gpar(cex = 1.5)) :   could not find function 'textGrob'",0.0
3227,doi:10.7910/DVN/4C1KJT,study3.R,success,success,"Error in relevel.default(dat$friendly, ref = 'Neither') :   'relevel' only for (unordered) factors",success,1.0
3228,doi:10.7910/DVN/B2EGF3,Figures.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('IIreadyforreplication.dta') :   could not find function 'read.dta13',Error in read.dta13('IIreadyforreplication.dta') :   could not find function 'read.dta13',Error in read.dta13('IIreadyforreplication.dta') :   could not find function 'read.dta13',0.0
3229,doi:10.7910/DVN/B2EGF3,Mediation Analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in makeRestartList(...) : reached elapsed time limit,,,
3230,doi:10.7910/DVN/CMKMGF,BJPOLS - Basic Values and Candidate Emergence - R script file.R,Error in loadNamespace(name) : there is no package called 'pacman',"Error in file(file, 'rt') : cannot open the connection",,,
3231,doi:10.7910/DVN/CZYUJH,Ashraf_Galor_W.R,"Error in eval(expr, envir, enclos) : could not find function 'read_dta'","Error in countrycode(data_E2$code, 'wb', 'cown', warn = TRUE) :   could not find function 'countrycode'","Error in countrycode(data_E2$code, 'wb', 'cown', warn = TRUE) :   could not find function 'countrycode'","Error in countrycode(data_E2$code, 'wb', 'cown', warn = TRUE) :   could not find function 'countrycode'",0.0
3232,doi:10.7910/DVN/CZYUJH,CombiningSimulationOutput.R,success,success,success,success,1.0
3233,doi:10.7910/DVN/CZYUJH,Figure1.R,"Error in eval(expr, envir, enclos) : could not find function 'ggplot'","Error in ggplot(data = data, aes(y = Dif, x = Year, colour = Variable,  :   could not find function 'ggplot'","Error in ggplot(data = data, aes(y = Dif, x = Year, colour = Variable,  :   could not find function 'ggplot'","Error in ggplot(data = data, aes(y = Dif, x = Year, colour = Variable,  :   could not find function 'ggplot'",0.0
3234,doi:10.7910/DVN/PTKD7K,additional_results.R,Error : could not find function 'svydesign',"Error in svydesign(ids = ~0, variables = data.frame(dfrw$PropOverStatusQuo),  :   could not find function 'svydesign'","Error in svydesign(ids = ~0, variables = data.frame(dfrw$PropOverStatusQuo),  :   could not find function 'svydesign'","Error in svydesign(ids = ~0, variables = data.frame(dfrw$PropOverStatusQuo),  :   could not find function 'svydesign'",0.0
3235,doi:10.7910/DVN/PTKD7K,balance_tests.R,success,success,success,success,1.0
3236,doi:10.7910/DVN/PTKD7K,main_results.R,success,success,success,success,1.0
3237,doi:10.7910/DVN/PTKD7K,unweighted_main.R,success,success,success,success,1.0
3238,doi:10.7910/DVN/SUS2KV,00-main-PortmannStojanovic.r,"Error in FUN(X[[i]], ...) : there is no package called 'readstata13'","Error in FUN(X[[i]], ...) : there is no package called 'glmmADMB'",,,
3239,doi:10.7910/DVN/SUS2KV,01-clean-data-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'mapvalues'","Error in gzfile(file, 'wb') : cannot open the connection",,,
3240,doi:10.7910/DVN/SUS2KV,02-table-3-PortmannStojanovic.r,Error in function_list[[i]](value) : could not find function 'select',"Error in select(., origincode_c8, elected) :   unused arguments (origincode_c8, elected)",,,
3241,doi:10.7910/DVN/SUS2KV,03-figure-1-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'","Error in glmmadmb(crossoff_pct ~ nonswissnames + (~1 | list_id), data = d,  :   could not find function 'glmmadmb'",,,
3242,doi:10.7910/DVN/SUS2KV,04-table-5-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'","Error in glmmadmb(crossoff_pct ~ nonswissnames + (~1 | list_id), data = d,  :   could not find function 'glmmadmb'",,,
3243,doi:10.7910/DVN/SUS2KV,05-table-6-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'",Error in glmmadmb(crossoff_pct ~ nonswissnames + incumbent + c_relposition_rc +  :   could not find function 'glmmadmb',,,
3244,doi:10.7910/DVN/SUS2KV,06-figure-2-PortmannStojanovic.r,"Error in `$<-.data.frame`(`*tmp*`, 'party_c32', value = logical(0)) :   replacement has 0 rows, data has 1633",Error in glmmadmb(crossoff_pct ~ nonswissnames + incumbent + relposition_rc +  :   could not find function 'glmmadmb',,,
3245,doi:10.7910/DVN/SUS2KV,07-table-7-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'",Error in glmmadmb(crossoff_pct ~ nonswissname_lang + incumbent + c_relposition_rc +  :   could not find function 'glmmadmb',,,
3246,doi:10.7910/DVN/SUS2KV,08-table-8-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'",Error in glmmadmb(crossoff_pct ~ origincode_c3 + incumbent + c_relposition_rc +  :   could not find function 'glmmadmb',,,
3247,doi:10.7910/DVN/SUS2KV,09-table-9-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'",Error in glmmadmb(crossoff_all ~ nonswissnames + incumbent + c_relposition_rc +  :   could not find function 'glmmadmb',,,
3248,doi:10.7910/DVN/SUS2KV,10-table-10-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'glmmadmb'",Error in glmmadmb(intvt_perc_r ~ nonswissnames + incumbent + c_relposition_rc +  :   could not find function 'glmmadmb',,,
3249,doi:10.7910/DVN/SUS2KV,11-table-11-PortmannStojanovic.r,"Error in eval(expr, envir, enclos) : could not find function 'ln'",Error in ln(d$extvt_rel) : could not find function 'ln',,,
3250,doi:10.7910/DVN/PIV1KX,Election_Data_Command_File.R,"Error in eval(expr, envir, enclos) : could not find function 'mlogit'","Error in mlogit(chosen ~ 0 | 1 | 0, data = Election_Data, shape = 'long',  :   could not find function 'mlogit'","Error in mlogit(chosen ~ 0 | 1 | 0, data = Election_Data, shape = 'long',  :   could not find function 'mlogit'","Error in mlogit(chosen ~ 0 | 1 | 0, data = Election_Data, shape = 'long',  :   could not find function 'mlogit'",0.0
3251,doi:10.7910/DVN/OYORNJ,R code for Figure 2.R,Error in position_stack(reverse = TRUE) :   unused argument (reverse = TRUE),success,success,success,1.0
3252,doi:10.7910/DVN/XTXS4P,analysis_code.R,Error in loadNamespace(name) : there is no package called 'lubridate',,,,
3253,doi:10.7910/DVN/FUC2AH,plot_analyze.R,Error in is.vector(labels) : could not find function 'nolead0s',"Error in nolead0s(seq(0, 0.7, 0.1)) : could not find function 'nolead0s'","Error in nolead0s(seq(0, 0.7, 0.1)) : could not find function 'nolead0s'","Error in nolead0s(seq(0, 0.7, 0.1)) : could not find function 'nolead0s'",0.0
3254,doi:10.7910/DVN/NNJXDY,harbersingram_psrm1_20181206_setup.R,Error in loadNamespace(name) : there is no package called 'pacman',Error in makeRestartList(...) : reached elapsed time limit,,,
3255,doi:10.7910/DVN/NNJXDY,harbersingram_psrm2_20181206_main.R,"Error in eval(expr, envir, enclos) : could not find function 'readOGR'","Error in readOGR(dsn = './shapefiles', layer = 'NAT') :   could not find function 'readOGR'",,,
3256,doi:10.7910/DVN/NNJXDY,harbersingram_psrm4_20181206_appendix.R,"Error in eval(expr, envir, enclos) : object 'shp' not found","Error in eval(ei, envir) : object 'shp' not found",,,
3257,doi:10.7910/DVN/CY7YWE,EmpiricalExample.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3258,doi:10.7910/DVN/CY7YWE,Results.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
3259,doi:10.7910/DVN/CY7YWE,Simulation.R,Error : could not find function 'nb2mat',"Error in nb2mat(cell2nb(nrow = n[i], ncol = n[i], type = 'queen')) :   could not find function 'nb2mat'","Error in nb2mat(cell2nb(nrow = n[i], ncol = n[i], type = 'queen')) :   could not find function 'nb2mat'","Error in nb2mat(cell2nb(nrow = n[i], ncol = n[i], type = 'queen')) :   could not find function 'nb2mat'",0.0
3260,doi:10.7910/DVN/JE6R2R,ricearea_by_month.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3261,doi:10.7910/DVN/QXM09F,WorkedExample.r,Error in sample.prior(3) : could not find function 'randomLHS',"Error in sample.int(n_samp, replace = T, prob = wt) :   NA in probability vector","Error in sample.int(n_samp, replace = T, prob = wt) :   NA in probability vector","Error in sample.int(n_samp, replace = T, prob = wt) :   NA in probability vector",0.0
3262,doi:10.7910/DVN/QXM09F,WorkedExample_rev.r,Error in sample.prior(3) : could not find function 'randomLHS',"Error in randomLHS(n = n, k = 8) : could not find function 'randomLHS'","Error in randomLHS(n = n, k = 8) : could not find function 'randomLHS'","Error in randomLHS(n = n, k = 8) : could not find function 'randomLHS'",0.0
3263,doi:10.7910/DVN/JJMCTA,GVEC.R,"Error in eval(expr, envir, enclos) : could not find function 'setClass'",success,success,success,1.0
3264,doi:10.7910/DVN/JJMCTA,example.R,"Error in file(file, 'r') : cannot open the connection","Error in file(file, 'r') : cannot open the connection","Error in file(file, 'r') : cannot open the connection","Error in file(file, 'r') : cannot open the connection",0.0
3265,doi:10.7910/DVN/JJMCTA,pkgGVEC.R,"Error in eval(expr, envir, enclos) : could not find function 'setClass'",success,success,success,1.0
3266,doi:10.7910/DVN/C8FMWZ,figures.R,"Error in eval(expr, envir, enclos) :   could not find function 'geom_text_repel'","Error in geom_text_repel(data = dat[dat$Label != '', ], size = 4, show.legend = FALSE) :   could not find function 'geom_text_repel'","Error in geom_text_repel(data = dat[dat$Label != '', ], size = 4, show.legend = FALSE) :   could not find function 'geom_text_repel'","Error in geom_text_repel(data = dat[dat$Label != '', ], size = 4, show.legend = FALSE) :   could not find function 'geom_text_repel'",0.0
3267,doi:10.7910/DVN/ZCSCRI,Replication Code.R,"Error in eval(expr, envir, enclos) : could not find function 'MCMClogit'","Error in MCMClogit(formcoal, burnin = 1e+06, mcmc = 1e+07, data = coal) :   could not find function 'MCMClogit'","Error in MCMClogit(formcoal, burnin = 1e+06, mcmc = 1e+07, data = coal) :   could not find function 'MCMClogit'","Error in MCMClogit(formcoal, burnin = 1e+06, mcmc = 1e+07, data = coal) :   could not find function 'MCMClogit'",0.0
3268,doi:10.7910/DVN/98FIZD,Holland_Peters_NPC_Replication.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
3269,doi:10.7910/DVN/PVPJWM,Check Expected Value Math.R,success,success,success,success,1.0
3270,doi:10.7910/DVN/PVPJWM,Consistent Bias Simulation.R,Error : could not find function 'mle2',"Error in mle2(S ~ dbinom(logistic(a + b * B), size = E), start = list(a = -5,  :   could not find function 'mle2'","Error in mle2(S ~ dbinom(logistic(a + b * B), size = E), start = list(a = -5,  :   could not find function 'mle2'","Error in mle2(S ~ dbinom(logistic(a + b * B), size = E), start = list(a = -5,  :   could not find function 'mle2'",0.0
3271,doi:10.7910/DVN/PVPJWM,Empirically Parameterized Simulation.R,Error : could not find function 'mle2',Error in logistic(a + b * B) : could not find function 'logistic',Error in logistic(a + b * B) : could not find function 'logistic',Error in logistic(a + b * B) : could not find function 'logistic',0.0
3272,doi:10.7910/DVN/RJF61A,cooperman_appendix.R,Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),0.0
3273,doi:10.7910/DVN/RJF61A,cooperman_main.R,Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),0.0
3274,doi:10.7910/DVN/RJF61A,cooperman_ri.R,Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),Error in dev.off() : cannot shut down device 1 (the null device),0.0
3275,doi:10.7910/DVN/OVRHOG,mexcrimpro20180216.R,"Error in eval(expr, envir, enclos) : could not find function 'readOGR'","Error in readOGR(dsn = 'shapefiles', layer = 'Mexico_congruence') :   could not find function 'readOGR'",,,
3276,doi:10.7910/DVN/SRPTCV,BeazerBlakeAJPSfunctions.R,success,success,success,success,1.0
3277,doi:10.7910/DVN/SRPTCV,BeazerBlakeAJPSimf.R,"Error in eval(expr, envir, enclos) : could not find function 'stargazer'",,,,
3278,doi:10.7910/DVN/SRPTCV,BeazerBlakeAJPSorbis.R,Error in ptr() : reached elapsed time limit,,,,
3279,doi:10.7910/DVN/G9NOQO,DK_means_DK_replication.R,"Error in read.spss('TESS_final/DK.sav', use.value.labels = FALSE, to.data.frame = TRUE,  :   unable to open file: 'No such file or directory'",Error in makeRestartList(...) : reached elapsed time limit,,,
3280,doi:10.7910/DVN/JGU9X5,final_script_190405.R,"Error in robust.se(fitout, data.arg[, clus.arg]) :   could not find function 'coeftest'",Error in makeRestartList(...) : reached elapsed time limit,,,
3281,doi:10.7910/DVN/92GMLB,Experiment1.R,"Error in eval(expr, envir, enclos) :   could not find function 'install_url'",Error in install_url('http://CRAN.R-project.org/src/contrib/Archive/McSpatial/McSpatial_1.1.1.tar.gz') :   could not find function 'install_url',Error in install_url('http://CRAN.R-project.org/src/contrib/Archive/McSpatial/McSpatial_1.1.1.tar.gz') :   could not find function 'install_url',Error in install_url('http://CRAN.R-project.org/src/contrib/Archive/McSpatial/McSpatial_1.1.1.tar.gz') :   could not find function 'install_url',0.0
3282,doi:10.7910/DVN/92GMLB,unknown,time limit exceeded,,,,
3283,doi:10.7910/DVN/PYWNTB,Chart Replication.r,success,success,success,success,1.0
3284,doi:10.7910/DVN/XW0D8Q,Figure2.R,"Error in eval(expr, envir, enclos) : could not find function 'windows'","Error in windows(8.5, 5) : could not find function 'windows'","Error in windows(8.5, 5) : could not find function 'windows'","Error in windows(8.5, 5) : could not find function 'windows'",0.0
3285,doi:10.7910/DVN/HJ10XP,unknown,time limit exceeded,,time limit exceeded,,
3286,doi:10.7910/DVN/KJ6X76,2_figures.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta13'",Error in read.dta13('coalition_crisis_phase.dta') :   could not find function 'read.dta13',Error in read.dta13('coalition_crisis_phase.dta') :   could not find function 'read.dta13',Error in read.dta13('coalition_crisis_phase.dta') :   could not find function 'read.dta13',0.0
3287,doi:10.7910/DVN/TLBTYD,01_Prep Nielsen data.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta'",Error in read.dta('data/dat2.dta') :   unable to open file: 'No such file or directory',,,
3288,doi:10.7910/DVN/TLBTYD,02_Re-analysis of Nielsen.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
3289,doi:10.7910/DVN/TLBTYD,03_Estimate subset models.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
3290,doi:10.7910/DVN/TLBTYD,04_Effects of subset models.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",Error in gzfile(file) : invalid 'description' argument,,,
3291,doi:10.7910/DVN/TLBTYD,05_Make tables of subset models.R,"Error in subset(ABCs$FM, B %in% which_news_cut[[m]] & C == 1) :   object 'ABCs' not found","Error in subset(ABCs$FM, B %in% which_news_cut[[m]] & C == 1) :   object 'ABCs' not found",,,
