,doi,success,publicationDate,publisher,subject,type,name
1207,doi:10.7910/DVN/OJK8GC,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1208,doi:10.7910/DVN/OJVSY9,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1209,doi:10.7910/DVN/OK5PUL,1.0,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1210,doi:10.7910/DVN/OMJYE5,,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1211,doi:10.7910/DVN/OMS7VI,0.0,2018,MarkusGastinger,Social Sciences,RESEARCHERS,Markus Gastinger Dataverse
1212,doi:10.7910/DVN/OMUPIZ,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1213,doi:10.7910/DVN/ON3RET,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1214,doi:10.7910/DVN/ON8RBD,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1215,doi:10.7910/DVN/ONSPYO,0.0,2018,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1216,doi:10.7910/DVN/OOIEAO,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1217,doi:10.7910/DVN/OOLBO9,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1218,doi:10.7910/DVN/OQ64S8,1.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1219,doi:10.7910/DVN/ORDLXK,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1220,doi:10.7910/DVN/ORTDUM,1.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1221,doi:10.7910/DVN/OSIQ8I,1.0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1222,doi:10.7910/DVN/OSSY4B,,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1223,doi:10.7910/DVN/OTDDYP,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1224,doi:10.7910/DVN/OTEWG2,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1225,doi:10.7910/DVN/OTHBVU,0.0,2016,ir_dataverse,Social Sciences,RESEARCHERS,Ingo Rohlfing Dataverse
1226,doi:10.7910/DVN/OU552V,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1227,doi:10.7910/DVN/OU5RKQ,0.0,2016,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1228,doi:10.7910/DVN/OUAYYH,,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1229,doi:10.7910/DVN/OUFGTX,0.0,2018,ssoroka,Social Sciences,RESEARCHERS,Stuart Soroka Dataverse
1230,doi:10.7910/DVN/OVLKN9,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1231,doi:10.7910/DVN/OVRHOG,,2018,mattingram,Computer and Information Science;Law;Mathematical Sciences;Social Sciences,RESEARCHERS,Matthew C. Ingram
1232,doi:10.7910/DVN/OW7M4S,1.0,2015,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1233,doi:10.7910/DVN/OWUY5F,0.0,2016,harvard,Other,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1234,doi:10.7910/DVN/OXIIDD,1.0,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1235,doi:10.7910/DVN/OXIOI9,,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1236,doi:10.7910/DVN/OY86T9,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1237,doi:10.7910/DVN/OYI55F,,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1238,doi:10.7910/DVN/OYORNJ,1.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1239,doi:10.7910/DVN/OZ7YZ1,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1240,doi:10.7910/DVN/OZEQ77,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1241,doi:10.7910/DVN/OZGUH9,0.0,2018,ditellaPolSci,Social Sciences,DEPARTMENT,Political Science
1242,doi:10.7910/DVN/OZTK8P,,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1243,doi:10.7910/DVN/P0AEHQ,1.0,2015,stephenpettigrew,Other;Social Sciences,UNCATEGORIZED,Stephen Pettigrew Dataverse
1244,doi:10.7910/DVN/P1UZGG,,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1245,doi:10.7910/DVN/P3HJGS,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1246,doi:10.7910/DVN/P4VOCQ,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1247,doi:10.7910/DVN/P5TAFD,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1248,doi:10.7910/DVN/P7RVGF,0.0,2018,matthitt,Social Sciences,RESEARCHERS,Matthew P. Hitt Dataverse
1249,doi:10.7910/DVN/P7Z8FH,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1250,doi:10.7910/DVN/PAHRCK,1.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1251,doi:10.7910/DVN/PAO1LI,0.0,2016,matthewjdenny,Social Sciences,RESEARCHERS,Matthew J. Denny Dataverse
1252,doi:10.7910/DVN/PASJJ8,1.0,2016,annerosenisser,Social Sciences,RESEARCHERS,Annerose Nisser Dataverse
1253,doi:10.7910/DVN/PAW3RR,,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1254,doi:10.7910/DVN/PB2MLX,,2018,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1255,doi:10.7910/DVN/PB8X8P,0.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1256,doi:10.7910/DVN/PBEOJZ,1.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1257,doi:10.7910/DVN/PBLRV6,0.0,2020,urban_attitudes_on_environmental_migrants,Social Sciences,RESEARCH_PROJECTS,Attitudes of urban residents toward environmental migration
1258,doi:10.7910/DVN/PBQRGQ,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1259,doi:10.7910/DVN/PC6CQC,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1260,doi:10.7910/DVN/PDM9UH,1.0,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1261,doi:10.7910/DVN/PDPQFB,1.0,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1262,doi:10.7910/DVN/PE8TWP,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1263,doi:10.7910/DVN/PEKMYL,,2017,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1264,doi:10.7910/DVN/PENDX4,1.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1265,doi:10.7910/DVN/PEXMHA,1.0,2016,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1266,doi:10.7910/DVN/PFSCIY,0.0,2019,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1267,doi:10.7910/DVN/PG5FA9,0.0,2015,Gehlbach,Social Sciences,UNCATEGORIZED,Scott Gehlbach Dataverse
1268,doi:10.7910/DVN/PGCVDP,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1269,doi:10.7910/DVN/PGFOXW,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1270,doi:10.7910/DVN/PGGXDO,0.0,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1271,doi:10.7910/DVN/PGQY2F,,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1272,doi:10.7910/DVN/PHHZI7,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1273,doi:10.7910/DVN/PHVXJK,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1274,doi:10.7910/DVN/PITOXP,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1275,doi:10.7910/DVN/PIV1KX,0.0,2019,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1276,doi:10.7910/DVN/PJOMF1,0.0,2019,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1277,doi:10.7910/DVN/PJTOCG,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1278,doi:10.7910/DVN/PL6RHK,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1279,doi:10.7910/DVN/PLEZWE,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1280,doi:10.7910/DVN/PLLBQJ,1.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1281,doi:10.7910/DVN/PLXNE3,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1282,doi:10.7910/DVN/PMKK9S,0.0,2020,educationandcontext,Social Sciences,RESEARCHERS,"International student evaluations, policy recommendations, and the teaching profession: Does context matter?"
1283,doi:10.7910/DVN/PMPSWJ,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1284,doi:10.7910/DVN/PNPR8C,1.0,2019,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1285,doi:10.7910/DVN/POCRVT,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1286,doi:10.7910/DVN/PPVW17,1.0,2019,tboas,Social Sciences,RESEARCHERS,Taylor Boas Dataverse
1287,doi:10.7910/DVN/PPW3SI,0.0,2017,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1288,doi:10.7910/DVN/PQ7NZD,0.0,2019,mpvink,Arts and Humanities;Social Sciences,RESEARCHERS,Maarten Vink Dataverse
1289,doi:10.7910/DVN/PQHGIJ,0.0,2018,LAPS,Social Sciences,JOURNALS,Latin American Politics and Society Dataverse
1290,doi:10.7910/DVN/PQUUEF,0.0,2017,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
1291,doi:10.7910/DVN/PRIRVH,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1292,doi:10.7910/DVN/PSETMP,1.0,2018,Advances_Self_Monitoring,Social Sciences,RESEARCHERS,Christopher Weber Dataverse
1293,doi:10.7910/DVN/PSOFAU,1.0,2019,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1294,doi:10.7910/DVN/PSWLYR,,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1295,doi:10.7910/DVN/PT2IB9,,2015,mpvink,Arts and Humanities;Law;Social Sciences,RESEARCHERS,Maarten Vink Dataverse
1296,doi:10.7910/DVN/PTGUWE,,2019,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1297,doi:10.7910/DVN/PTKD7K,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1298,doi:10.7910/DVN/PTPGED,1.0,2018,harvard,Computer and Information Science,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1299,doi:10.7910/DVN/PUIJIU,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1300,doi:10.7910/DVN/PUIROM,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1301,doi:10.7910/DVN/PUIVRF,1.0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1302,doi:10.7910/DVN/PVNEPJ,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1303,doi:10.7910/DVN/PVPJWM,1.0,2018,palcomms,Social Sciences,JOURNALS,Palgrave Communications Dataverse
1304,doi:10.7910/DVN/PVQVWD,0.0,2018,miwahirofumi,Social Sciences,RESEARCHERS,Hirofumi Miwa Dataverse
1305,doi:10.7910/DVN/PVWSOY,,2020,lockinlighting,Earth and Environmental Sciences;Social Sciences,RESEARCH_PROJECTS,Lock-in for lighting: The puzzle of continued kerosene use among electrified households in six Indian states
1306,doi:10.7910/DVN/PYIFPF,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1307,doi:10.7910/DVN/PYWNTB,1.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1308,doi:10.7910/DVN/PZKBUX,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1309,doi:10.7910/DVN/Q02JJQ,0.0,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1310,doi:10.7910/DVN/Q0CXGA,,2018,jmmf,Social Sciences,RESEARCHERS,Jose Miguel Molina Fernandez Dataverse
1311,doi:10.7910/DVN/Q0XAPV,1.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1312,doi:10.7910/DVN/Q1VWG4,,2020,timothyfraser,Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
1313,doi:10.7910/DVN/Q2M1AS,,2020,arzheimer,Social Sciences,UNCATEGORIZED,Kai Arzheimer Dataverse
1314,doi:10.7910/DVN/Q2MHDM,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1315,doi:10.7910/DVN/Q2Z5NV,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1316,doi:10.7910/DVN/Q5PV4U,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1317,doi:10.7910/DVN/Q7U1GP,1.0,2016,pierskalla,Social Sciences,RESEARCHERS,Jan Pierskalla Dataverse
1318,doi:10.7910/DVN/Q7V70C,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1319,doi:10.7910/DVN/Q86FEQ,1.0,2019,fdfdferer323213asreadme2adme2,Social Sciences,RESEARCH_PROJECTS,Readme2 Replication
1320,doi:10.7910/DVN/Q8CSU8,0.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1321,doi:10.7910/DVN/Q8NRTS,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1322,doi:10.7910/DVN/Q8VDN0,1.0,2017,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
1323,doi:10.7910/DVN/Q90FOB,1.0,2020,Braumoeller,Social Sciences,RESEARCHERS,Bear F. Braumoeller Dataverse
1324,doi:10.7910/DVN/Q92PMT,0.0,2016,jop,Law;Social Sciences,JOURNALS,The Journal of Politics Dataverse
1325,doi:10.7910/DVN/QB1TUJ,,2020,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1326,doi:10.7910/DVN/QC0RSU,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1327,doi:10.7910/DVN/QE27H9,0.0,2015,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1328,doi:10.7910/DVN/QE6ERU,,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1329,doi:10.7910/DVN/QEMNP1,,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1330,doi:10.7910/DVN/QFWIHD,1.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1331,doi:10.7910/DVN/QJ4MK0,1.0,2019,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1332,doi:10.7910/DVN/QJEV1J,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1333,doi:10.7910/DVN/QJSRZF,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1334,doi:10.7910/DVN/QKGBSE,1.0,2019,palcomms,Arts and Humanities;Computer and Information Science;Social Sciences,JOURNALS,Palgrave Communications Dataverse
1335,doi:10.7910/DVN/QKJHCI,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1336,doi:10.7910/DVN/QKP9EJ,1.0,2017,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1337,doi:10.7910/DVN/QLKRGD,0.0,2019,bpsr,Social Sciences,JOURNALS,Brazilian Political Science Review - Dataverse
1338,doi:10.7910/DVN/QN94IG,1.0,2019,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1339,doi:10.7910/DVN/QO6EMT,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1340,doi:10.7910/DVN/QOD8ZU,,2015,thinking-modulated-recent-linguistic-experience,Arts and Humanities;Social Sciences,RESEARCHERS,Thinking is modulated by recent linguistic experience Dataverse
1341,doi:10.7910/DVN/QOEBOC,1.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1342,doi:10.7910/DVN/QOL1UK,0.0,2019,borbademiranda,Social Sciences,RESEARCH_PROJECTS,Lucas Borba Dataverse
1343,doi:10.7910/DVN/QPESTS,1.0,2019,wBCRmosm,Earth and Environmental Sciences,RESEARCHERS,MOSM_LE
1344,doi:10.7910/DVN/QPRZD4,,2020,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1345,doi:10.7910/DVN/QPVRNG,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1346,doi:10.7910/DVN/QQBARG,,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1347,doi:10.7910/DVN/QQYHQS,1.0,2016,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1348,doi:10.7910/DVN/QR0GFU,1.0,2016,chilton,Law;Social Sciences,UNCATEGORIZED,Adam Chilton Dataverse
1349,doi:10.7910/DVN/QR73H6,,2016,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1350,doi:10.7910/DVN/QRWFKX,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1351,doi:10.7910/DVN/QSXDUN,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1352,doi:10.7910/DVN/QTBTB1,1.0,2020,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1353,doi:10.7910/DVN/QTG6FQ,1.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1354,doi:10.7910/DVN/QTOIQF,1.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1355,doi:10.7910/DVN/QTUFUW,,2020,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1356,doi:10.7910/DVN/QTWTFF,0.0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1357,doi:10.7910/DVN/QUGW8V,0.0,2020,culturalanalytics,Arts and Humanities;Social Sciences,JOURNALS,Cultural Analytics Dataverse
1358,doi:10.7910/DVN/QV7AJH,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1359,doi:10.7910/DVN/QVI6MS,0.0,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1360,doi:10.7910/DVN/QWEK63,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1361,doi:10.7910/DVN/QXCFO2,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1362,doi:10.7910/DVN/QXDOPZ,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1363,doi:10.7910/DVN/QXM09F,0.0,2017,bayesiancalibrationtutorial,Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Bayesian methods for calibrating health policy models (R code) Dataverse
1364,doi:10.7910/DVN/QXWX4Q,0.0,2017,governator,Social Sciences,RESEARCHERS,Governator project
1365,doi:10.7910/DVN/QYQNBJ,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1366,doi:10.7910/DVN/QYS2EZ,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1367,doi:10.7910/DVN/QYUBN2,0.0,2018,bittleston,Medicine; Health and Life Sciences,RESEARCHERS,Leonora Bittleston Dataverse
1368,doi:10.7910/DVN/QZNGVJ,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1369,doi:10.7910/DVN/R1M1ID,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1370,doi:10.7910/DVN/R3GZZW,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1371,doi:10.7910/DVN/R4LJIT,,2020,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1372,doi:10.7910/DVN/R8PNCP,0.0,2017,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1373,doi:10.7910/DVN/R9PGXI,0.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1374,doi:10.7910/DVN/R9PVOF,0.0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1375,doi:10.7910/DVN/RA3RUJ,,2018,shanepsingh,Social Sciences,RESEARCHERS,Shane Singh's Dataverse
1376,doi:10.7910/DVN/RAMHWP,1.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1377,doi:10.7910/DVN/RBECVN,1.0,2019,govdept,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard University Department of Government Dissertations Dataverse
1378,doi:10.7910/DVN/RDQZUM,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1379,doi:10.7910/DVN/REUOXC,0.0,2018,qje,Social Sciences,JOURNALS,The Quarterly Journal of Economics Dataverse
1380,doi:10.7910/DVN/REXZ8H,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1381,doi:10.7910/DVN/RFECVH,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1382,doi:10.7910/DVN/RFRIEV,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1383,doi:10.7910/DVN/RFYOH6,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1384,doi:10.7910/DVN/RG3OYS,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1385,doi:10.7910/DVN/RGIUEV,1.0,2020,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1386,doi:10.7910/DVN/RGK5E1,0.0,2018,harvard,Computer and Information Science;Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1387,doi:10.7910/DVN/RHAXDD,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1388,doi:10.7910/DVN/RJF61A,0.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1389,doi:10.7910/DVN/RJW5VN,,2018,harvard,Other,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1390,doi:10.7910/DVN/RJWU7A,0.0,2015,intertransferuschina,Social Sciences,RESEARCH_PROJECTS,Behind Parent-Child Relationship and Intergenerational Transfer – A Comparative Study on the U.S. and China Dataverse
1391,doi:10.7910/DVN/RLWSVJ,,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1392,doi:10.7910/DVN/RMHOHL,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1393,doi:10.7910/DVN/RNMB1Q,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1394,doi:10.7910/DVN/ROUWNS,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1395,doi:10.7910/DVN/RPHJBO,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
