doi:10.7910/DVN/XFQZI2	Condemnation.R	Error in read.dta13('Condemnation.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/UQOMMF	rep1.R	Error in coeftest(lone.lm1, vcov = vcovHC(lone.lm1)) :   could not find function 'coeftest'
doi:10.7910/DVN/UQOMMF	rep2.R	success
doi:10.7910/DVN/UQOMMF	rep3.R	success
doi:10.7910/DVN/UQOMMF	rep4.R	Error in View(median.favor.10ptsmore.fp) : X11 dataentry cannot be loaded
doi:10.7910/DVN/UQOMMF	repB.R	success
doi:10.7910/DVN/VC4EXB	replication.R	success
doi:10.7910/DVN/5D4UAY	R_replication_figures_final.R	Error in pdata.frame(fe, index = c('fips', 'year'), row.names = TRUE,  :   could not find function 'pdata.frame'
doi:10.7910/DVN/5D4UAY	R_replication_maps_final.R	Error in readOGR(dsn = \gz_2010_us_050_00_5m.json\"
doi:10.7910/DVN/5D4UAY	R_replication_maps_final_Fig1.R	Error in readOGR(dsn = 'gz_2010_us_050_00_5m.json', layer = 'OGRGeoJSON') :   could not find function 'readOGR'
doi:10.7910/DVN/5D4UAY	R_replication_tables_final.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/HQKQCQ	did_function.R	Error in eval(ei, envir) : object 'conj.dta' not found
doi:10.7910/DVN/HQKQCQ	jop_replication_dataverse2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HQKQCQ	pred.function.R	success
doi:10.7910/DVN/HQKQCQ	reg.results.function.R	success
doi:10.7910/DVN/CKCTJS	Daughter_Analysis_Bart_Figure4.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/CKCTJS	Daughter_Analysis_Bart_FigureS2_TableS8.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/CKCTJS	Daughter_Bart_Data Setup.R	Error in read.dta('daughter_analytic_bart.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/CKCTJS	Daughter_Figure23.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKCTJS	Daughter_FigureS1_SEI.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/CKCTJS	Daughter_FigureS3_KGSS.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/IM4UE3	DarkFutureReplicationDistribution-RCode.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/EHRNTO	fig1.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig2.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig3.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig4.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig5.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig6.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	fig7.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	relDataHelpers.R	success
doi:10.7910/DVN/EHRNTO	setup.R	Error: unexpected ')' in: \    { install.packages(lib
doi:10.7910/DVN/EHRNTO	table1.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	table2.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	table4.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	tableA1.R	Error in source(\setup.R\") : setup.R:11:35: unexpected ')' 10:     { install.packages(lib
doi:10.7910/DVN/EHRNTO	textFunctions.R	success
doi:10.7910/DVN/EHRNTO	tscsHelpers.R	success
doi:10.7910/DVN/EHRNTO	vizResults.R	success
doi:10.7910/DVN/E6D8RI	Finkel Gehlbach Element R.r	Error in pdata.frame(uezdyear, index = c('masterid', 'startyear')) :   could not find function 'pdata.frame'
doi:10.7910/DVN/OE6TS2	lineage_and_clades_genetic_distances.R	success
doi:10.7910/DVN/RAMHWP	10_fig_summary_graph_type_general.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/RAMHWP	11_fig_wa_meta_plot_turnout.R	Error in pdf('../figures/forest_wa_turnout_interaction.pdf', width = 10,  :   cannot open file '../figures/forest_wa_turnout_interaction.pdf'
doi:10.7910/DVN/RAMHWP	12_generate_recall_fig.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/RAMHWP	13_effects_by_pid.R	Error in coeftest(fm, vcovCL) : could not find function 'coeftest'
doi:10.7910/DVN/RAMHWP	3_create_master_sheet_output.R	success
doi:10.7910/DVN/RAMHWP	4_meta_analysis_code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/RAMHWP	5_wa_meta_plot_with_lit.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/RAMHWP	6_meta_analysis_code_issue.R	Error in rename(data, CACE = CACE..in.pp., SE = SE..in.pp.) :   unused arguments (CACE = CACE..in.pp., SE = SE..in.pp.)
doi:10.7910/DVN/RAMHWP	7_fig_wa_meta_plots.R	Error in pdf('../figures/forest_wa_late.pdf', width = 10, height = 6) :   cannot open file '../figures/forest_wa_late.pdf'
doi:10.7910/DVN/RAMHWP	8_fig_early_late_newSample_graphs.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/RAMHWP	balance_function.R	success
doi:10.7910/DVN/RAMHWP	balance_functionGOTV.R	success
doi:10.7910/DVN/RAMHWP	count_function.R	success
doi:10.7910/DVN/RAMHWP	representativeness_function.R	success
doi:10.7910/DVN/RAMHWP	representativeness_functionGOTV.R	success
doi:10.7910/DVN/RAMHWP	results_table_function.R	success
doi:10.7910/DVN/P3HJGS	afd-fanpage-replication.R	Error in theme_tufte() : could not find function 'theme_tufte'
doi:10.7910/DVN/D5DEHM	create-analysis-data.R	Error in summaryBy(female ~ state + year + party, data = raw, FUN = sum,  :   could not find function 'summaryBy'
doi:10.7910/DVN/D5DEHM	gender-coding.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/D5DEHM	iptw-main-figure1.R	Error in heatmap.fit(wmod$d.mod$y, fitted(wmod$d.mod), color = TRUE) :   could not find function 'heatmap.fit'
doi:10.7910/DVN/D5DEHM	iptw-main-figure2.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea10aba11a12a14.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea10cda13.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea15a16.R	Error in estfun(model) : could not find function 'estfun'
doi:10.7910/DVN/D5DEHM	iptw-si-figurea17.R	success
doi:10.7910/DVN/D5DEHM	iptw-si-figurea18a19.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea20a21.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea22a23.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea24.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea25.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea27a28a29.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea30a31.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-figurea3a4.R	success
doi:10.7910/DVN/D5DEHM	iptw-si-figurea5.R	success
doi:10.7910/DVN/D5DEHM	iptw-si-figurea9.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-party.R	time limit exceeded
doi:10.7910/DVN/D5DEHM	iptw-si-tablea3.R	success
doi:10.7910/DVN/D5DEHM	panel-utils.R	success
doi:10.7910/DVN/D5DEHM	synth-si-figurea32a33a34a35.R	Error in dataprep(wg.b, predictors = pred.gov3, predictors.op = 'mean',  :   could not find function 'dataprep'
doi:10.7910/DVN/D5DEHM	synth-si-tablea6a7a8.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BCQM3Y	replication.R	Error in truthTable(LIP, outcome = 'S', incl.cut1 = 0.8, show.cases = TRUE,  :   could not find function 'truthTable'
doi:10.7910/DVN/7K3RJC	geography_barplots.r	Error : `path` does not exist: './Data_maps.xlsx'
doi:10.7910/DVN/7K3RJC	geography_map.r	Error : `path` does not exist: './Data_maps.xlsx'
doi:10.7910/DVN/7K3RJC	geography_rep.r	success
doi:10.7910/DVN/KH9N7W	analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/KH9N7W	analysis_appendix.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/KH9N7W	compile_data.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LJN4BO	Hansen_Tyner_R_Replication_Code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/FRBXQW	helper.functions.R	success
doi:10.7910/DVN/FRBXQW	main_study_replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/AJBJPM	DEP_RUN_analysis_figure.R	Error in FUN(X[[i]], ...) : there is no package called 'rio'
doi:10.7910/DVN/AJBJPM	DEP_RUN_random_peer.R	Error in FUN(X[[i]], ...) : there is no package called 'rio'
doi:10.7910/DVN/AJBJPM	DEP_clean_data.R	Error in FUN(X[[i]], ...) : there is no package called ‘rio’ Calls: lapply -> FUN
doi:10.7910/DVN/AJBJPM	DEP_geom_marginal_boxplot.R	success
doi:10.7910/DVN/AJBJPM	rdata_util.R	success
doi:10.7910/DVN/INUMDT	ESS-merged-BJPS.R	Error in detach(ESS.merged0812) : object 'ESS.merged0812' not found
doi:10.7910/DVN/INUMDT	ITA-SurveyExp-BJPS.R	Error in detach(ITA.survey) : object 'ITA.survey' not found
doi:10.7910/DVN/QQBARG	petersonsimonovits-analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/UNIGJT	ChaudoinWilf_Replication_Final.R	Error in aggregate.data.frame(mf[1L], mf[-1L], FUN = FUN, ...) :   no rows to aggregate
doi:10.7910/DVN/AYXQIJ	create_appendix.R	Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<b3>s<a6><bf><bf><a4><ab>n<ac><f1><b6>m<a4><b6><b9>ا<f8>'
doi:10.7910/DVN/OXIOI9	replication-file.R	Error in makeDesign(type = 'constraints', attribute.levels = attribute_list) :   could not find function 'makeDesign'
doi:10.7910/DVN/Z7DN56	Functions.R	success
doi:10.7910/DVN/CKLJL3	Data Cleaning & Splitting.R	Error in xmlToDataFrame('California Stage 2 - SV & QV Data/Raw Data/California_MTurk__SV__QV_Stage_2.xml',  :   could not find function 'xmlToDataFrame'
doi:10.7910/DVN/CKLJL3	Gini Coefficients for SV and QV.R	Error in Gini(SV_IndivUtility_NSV, corr = FALSE) :   could not find function 'Gini'
doi:10.7910/DVN/CKLJL3	Population Summary (SV & QV Combined).R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/CKLJL3	Preference Recode.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/CKLJL3	QV StratProb Simulation (MLE).R	Error in combinations(r = 1, n = 4, v = RefList) :   could not find function 'combinations'
doi:10.7910/DVN/CKLJL3	QV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	QV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	QV Welfare Simulations.R	Error in ruleE_EmpiricalVoteClass(expData = BS_data, WelfareResults = QV_RuleEResults_EmpiricalVC,  :   reached elapsed time limit
doi:10.7910/DVN/CKLJL3	QVV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	QVV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	QVV Welfare Simulations.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated QV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated QV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated QV Welfare Simulations on Pop Imm.R	time limit exceeded
doi:10.7910/DVN/CKLJL3	Recalibrated QVV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated QVV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated QVV Welfare Simulations on Pop Imm.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated SV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated SV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Recalibrated SV Welfare Simulations on Pop Imm.R	time limit exceeded
doi:10.7910/DVN/CKLJL3	SV StratProb Simulation (MLE).R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/CKLJL3	SV Welfare Sim Plots - Inequality.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	SV Welfare Sim Plots - Welfare.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	SV Welfare Simulations.R	time limit exceeded
doi:10.7910/DVN/CKLJL3	Sample KS & Prop Tests.R	Error in file(file, if (append) 'a' else 'w') :   cannot open the connection
doi:10.7910/DVN/CKLJL3	Sample Preference Intensity Plots.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	ScatterPlot - Ref Points vs Max Ref Points.R	Error in grid.newpage() :   could not open file 'California Stage 2 - Experiment Plots/BV & QV Relative Preference Scatterplots/SV1 - Education.png'
doi:10.7910/DVN/CKLJL3	Simple Summary of Data.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/CKLJL3	Subject Filtering.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/CKLJL3	Victory Margins Bar Plot.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/CKLJL3	Voting Count.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/TPGPCR	App B3-B4 and D.R	Error in read.spss('C:\\Users\\lssi\\Desktop\\pro_choice values invariance\\WVS_choice.sav',  :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/TPGPCR	Figures B1B3.R	success
doi:10.7910/DVN/TPGPCR	Main text.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/TPGPCR	Simulation 1 App C.R	time limit exceeded
doi:10.7910/DVN/TPGPCR	unknown	time limit exceeded
doi:10.7910/DVN/PJTOCG	unknown	time limit exceeded
doi:10.7910/DVN/Q2Z5NV	01-representative-create_data.R	Error in import('anes_specialstudies_2012egss4.dta') :   could not find function 'import'
doi:10.7910/DVN/Q2Z5NV	02-representative-analysis.R	Error in fisherz(cors) : could not find function 'fisherz'
doi:10.7910/DVN/GIYFMV	unknown	time limit exceeded
doi:10.7910/DVN/7WIRJ7	unknown	time limit exceeded
doi:10.7910/DVN/LZGQOH	Figure1.R	success
doi:10.7910/DVN/TPAB95	Figures.R	Error in install.packages('foreign', 'nlme', 'MASS', 'ggplot2', 'DataCombine',  :   unable to install packages
doi:10.7910/DVN/KMQVUA	functions.R	success
doi:10.7910/DVN/KMQVUA	unknown	time limit exceeded
doi:10.7910/DVN/QV7AJH	EL_JOP_AppendixFile.R	Error in read.dta13('EL_JOP_AppendixA1.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/GJIBCB	Survey_Experiment_Replication_1.R	Error in matchit(enrich_treat ~ age + female + hindu + educ_lower + educ_primary +  :   could not find function 'matchit'
doi:10.7910/DVN/JIYDQT	0ambulance-hospital-measures-v3.0-RESTAT-revision.r	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/JIYDQT	2main-analysis.r	Error : '../data/ndscv220-analysis-small-file-ver-5-0.dta' does not exist in current working directory ('/usr/workdir').
doi:10.7910/DVN/JIYDQT	3fit-regressions.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/JIYDQT	cluster-se.r	success
doi:10.7910/DVN/96AJMC	130305_tomz.R	Error in eval(ei, envir) : object 'ppgender' not found
doi:10.7910/DVN/96AJMC	2-0-15-04-15-opponent-variable.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/96AJMC	Analysis150421.R	Error : require(Matching) is not TRUE
doi:10.7910/DVN/96AJMC	CreateVars150407.R	Error in summary(mid$ForceUS) : object 'mid' not found
doi:10.7910/DVN/96AJMC	Figures150610-AD.R	Error : require(Matching) is not TRUE
doi:10.7910/DVN/96AJMC	Figures150707.R	Error : require(Matching) is not TRUE
doi:10.7910/DVN/96AJMC	pValuePlot150707.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/D9H5LH	bellwethers_replication_LSQ.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/XYUWYJ	exit_1_combine.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/XYUWYJ	exit_3_combine.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/XYUWYJ	sfbos_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/XYUWYJ	sfmay_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/XYUWYJ	sfsup_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/5MYZKI	_inversions.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/LUJC8I	JPP_replication_code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/CAEEG7	interpolation.R	Error in readOGR('/Users/mblackwell/workland/data/US_AtlasHCB_Counties_Gen001/US_HistCounties_Gen001_Shapefile',  :   could not find function 'readOGR'
doi:10.7910/DVN/CAEEG7	panel-utils.R	success
doi:10.7910/DVN/CAEEG7	slavery-jop-replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/CAEEG7	slavery-maps-replication.R	Error in readOGR('/Users/mblackwell/workland/data/US_AtlasHCB_StateTerr_Gen001/US_HistStateTerr_Gen001_Shapefile',  :   could not find function 'readOGR'
doi:10.7910/DVN/1Y2DLT	figures_descriptives.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/LWFP30	BLCM_RSV_tests_code.R	Error in utils::View(rsv.red[, c('rsva', 'rsvb', 'mpx')]) :   X11 dataentry cannot be loaded
doi:10.7910/DVN/EHGCOF	EnosHershReplication.r	Error in matchit(stack ~ vote.2010 + strong.partisan + female + white +  :   could not find function 'matchit'
doi:10.7910/DVN/V2HIVR	ciri_polity_analysis_jop.R	success
doi:10.7910/DVN/OZEQ77	PSRM_Replication_Part_1.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/JPE2BY	code for STRETCH.R	Error in chisq.test(tbl) : at least one entry of 'x' must be positive
doi:10.7910/DVN/KJVJUW	replication_pgm_kash_ii.R	success
doi:10.7910/DVN/QLKRGD	Juvenile Sentencing_A Mixed Methods Approach.R	Error in read.spss('C:/Users/Paulo/Desktop/BD_FCASA.sav', to.data.frame = T) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/BQMLQW	RepCode-1.R	Error in model.frame.default(object, data, xlev = xlev) :   invalid type (list) for variable 'treat'
doi:10.7910/DVN/BQMLQW	RepCode.R	Error in model.frame.default(object, data, xlev = xlev) :   invalid type (list) for variable 'treat'
