,doi,publicationDate,publisher,subject,type,name
1201,doi:10.7910/DVN/CFTMK2,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1202,doi:10.7910/DVN/MYF97D,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1203,doi:10.7910/DVN/TPGPCR,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1204,doi:10.7910/DVN/VTUSLV,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1205,doi:10.7910/DVN/K3QWZW,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1206,doi:10.7910/DVN/KGVBNC,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1207,doi:10.7910/DVN/GJIRV0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1208,doi:10.7910/DVN/KPS1KY,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1209,doi:10.7910/DVN/FF3DQM,2019,the_review,Law;Social Sciences,JOURNALS,American Political Science Review Dataverse
1210,doi:10.7910/DVN/H1CCWM,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1211,doi:10.7910/DVN/MO3KOQ,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1212,doi:10.7910/DVN/NEIYVD,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1213,doi:10.7910/DVN/K1XN7Q,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1214,doi:10.7910/DVN/OXIIDD,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1215,doi:10.7910/DVN/WQWUAL,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1216,doi:10.7910/DVN/UAUEWV,2018,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1217,doi:10.7910/DVN/WHBK7K,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1218,doi:10.7910/DVN/0VIYXT,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1219,doi:10.7910/DVN/2FM7Z3,2018,jlc,Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1220,doi:10.7910/DVN/FS90RJ,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1221,doi:10.7910/DVN/K7OCDX,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1222,doi:10.7910/DVN/FPYKTP,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1223,doi:10.7910/DVN/HI1X4O,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1224,doi:10.7910/DVN/H13U6G,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1225,doi:10.7910/DVN/6KPFOK,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1226,doi:10.7910/DVN/FTFJTV,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1227,doi:10.7910/DVN/KUWA5X,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1228,doi:10.7910/DVN/WKJJ3Z,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1229,doi:10.7910/DVN/M046SB,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1230,doi:10.7910/DVN/9AWUYJ,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1231,doi:10.7910/DVN/SLXRVJ,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1232,doi:10.7910/DVN/6YNZTE,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1233,doi:10.7910/DVN/VT4KJA,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1234,doi:10.7910/DVN/TL0PZD,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1235,doi:10.7910/DVN/S9MIJU,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1236,doi:10.7910/DVN/P5TAFD,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1237,doi:10.7910/DVN/W1TDGZ,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1238,doi:10.7910/DVN/IIYGGX,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1239,doi:10.7910/DVN/TR4OUK,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1240,doi:10.7910/DVN/QEMNP1,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1241,doi:10.7910/DVN/JYKL9M,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1242,doi:10.7910/DVN/ZXZMJB,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1243,doi:10.7910/DVN/TJ1ZXX,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1244,doi:10.7910/DVN/NGTWWJ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1245,doi:10.7910/DVN/8ZJBLI,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1246,doi:10.7910/DVN/KKQFKA,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1247,doi:10.7910/DVN/NOYBCQ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1248,doi:10.7910/DVN/ZRZGTT,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1249,doi:10.7910/DVN/QO6EMT,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1250,doi:10.7910/DVN/OJA7YS,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1251,doi:10.7910/DVN/6IOACK,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1252,doi:10.7910/DVN/KRIR6G,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1253,doi:10.7910/DVN/OGVWDE,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1254,doi:10.7910/DVN/NRAQRH,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1255,doi:10.7910/DVN/YUM3K8,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1256,doi:10.7910/DVN/8XT86F,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1257,doi:10.7910/DVN/MB2UKU,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1258,doi:10.7910/DVN/IKM2A4,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1259,doi:10.7910/DVN/UYXRI8,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1260,doi:10.7910/DVN/YQSBOA,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1261,doi:10.7910/DVN/FMJDCD,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1262,doi:10.7910/DVN/UEARI0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1263,doi:10.7910/DVN/26584,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1264,doi:10.7910/DVN/0EIQXL,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1265,doi:10.7910/DVN/RYNSDG,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1266,doi:10.7910/DVN/QC0RSU,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1267,doi:10.7910/DVN/LD6NL8,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1268,doi:10.7910/DVN/HS9HW3,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1269,doi:10.7910/DVN/PBQRGQ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1270,doi:10.7910/DVN/LCDBRU,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1271,doi:10.7910/DVN/YSS19O,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1272,doi:10.7910/DVN/VJLVYU,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1273,doi:10.7910/DVN/ACYZIC,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1274,doi:10.7910/DVN/PB8X8P,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1275,doi:10.7910/DVN/XJQALC,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1276,doi:10.7910/DVN/GPRVC6,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1277,doi:10.7910/DVN/PGFOXW,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1278,doi:10.7910/DVN/SZ9YXZ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1279,doi:10.7910/DVN/MTQEE1,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1280,doi:10.7910/DVN/WYA1S2,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1281,doi:10.7910/DVN/HIQ4BV,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1282,doi:10.7910/DVN/NMJ4W9,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1283,doi:10.7910/DVN/Y8KIUK,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1284,doi:10.7910/DVN/9SF3TI,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1285,doi:10.7910/DVN/QTG6FQ,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1286,doi:10.7910/DVN/EBF7XW,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1287,doi:10.7910/DVN/UEOK3H,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1288,doi:10.7910/DVN/T8OYHT,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1289,doi:10.7910/DVN/R3GZZW,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1290,doi:10.7910/DVN/W08NIR,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1291,doi:10.7910/DVN/WPVSMH,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1292,doi:10.7910/DVN/WPKTKJ,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1293,doi:10.7910/DVN/KGIBK5,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1294,doi:10.7910/DVN/ZBRTJH,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1295,doi:10.7910/DVN/LZGQOH,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1296,doi:10.7910/DVN/QSXDUN,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1297,doi:10.7910/DVN/MYDZNF,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1298,doi:10.7910/DVN/U6EC8N,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1299,doi:10.7910/DVN/0QOVCH,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1300,doi:10.7910/DVN/SKPPLH,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1301,doi:10.7910/DVN/QZNGVJ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1302,doi:10.7910/DVN/XZ0IZE,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1303,doi:10.7910/DVN/7ZVSYO,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1304,doi:10.7910/DVN/XKC4R4,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1305,doi:10.7910/DVN/D5DEHM,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1306,doi:10.7910/DVN/7D48YB,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1307,doi:10.7910/DVN/JNEQYJ,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1308,doi:10.7910/DVN/O6VHZZ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1309,doi:10.7910/DVN/STXADQ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1310,doi:10.7910/DVN/NC06GQ,2015,ajps,Law;Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1311,doi:10.7910/DVN/ZFLG25,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1312,doi:10.7910/DVN/PGCVDP,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1313,doi:10.7910/DVN/I0VEMG,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1314,doi:10.7910/DVN/B9SCDJ,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1315,doi:10.7910/DVN/LNUYXZ,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1316,doi:10.7910/DVN/8L1SHV,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1317,doi:10.7910/DVN/XRJ43D,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1318,doi:10.7910/DVN/CQXHTH,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1319,doi:10.7910/DVN/SRPTCV,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1320,doi:10.7910/DVN/9IKGYY,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1321,doi:10.7910/DVN/0MXT0H,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1322,doi:10.7910/DVN/HWLW0J,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1323,doi:10.7910/DVN/SBOMZD,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1324,doi:10.7910/DVN/29080,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1325,doi:10.7910/DVN/ZUH3UG,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1326,doi:10.7910/DVN/FZI6NO,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1327,doi:10.7910/DVN/Q5PV4U,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1328,doi:10.7910/DVN/SYYMJ0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1329,doi:10.7910/DVN/XYUWYJ,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1330,doi:10.7910/DVN/MPQQC0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1331,doi:10.7910/DVN/KH9N7W,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1332,doi:10.7910/DVN/SSEN5A,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1333,doi:10.7910/DVN/EZSJ1S,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1334,doi:10.7910/DVN/CPVIOF,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1335,doi:10.7910/DVN/BPON3K,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1336,doi:10.7910/DVN/RFECVH,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1337,doi:10.7910/DVN/Q8CSU8,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1338,doi:10.7910/DVN/RJAUNW,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1339,doi:10.7910/DVN/9QUMY3,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1340,doi:10.7910/DVN/HTMX3K,2020,ajps,Mathematical Sciences;Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1341,doi:10.7910/DVN/2E2M9Z,2018,ajps,Business and Management;Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1342,doi:10.7910/DVN/2XP8YF,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1343,doi:10.7910/DVN/8R3LTP,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1344,doi:10.7910/DVN/W1YJZQ,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1345,doi:10.7910/DVN/VSVBTP,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1346,doi:10.7910/DVN/7190MT,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1347,doi:10.7910/DVN/PLLBQJ,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1348,doi:10.7910/DVN/OOIEAO,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1349,doi:10.7910/DVN/KG2APR,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1350,doi:10.7910/DVN/REXZ8H,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1351,doi:10.7910/DVN/DTFR60,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1352,doi:10.7910/DVN/XBNJD9,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1353,doi:10.7910/DVN/SEHMGR,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1354,doi:10.7910/DVN/SURSEO,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1355,doi:10.7910/DVN/8GEYKS,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1356,doi:10.7910/DVN/DZ1NFG,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1357,doi:10.7910/DVN/VEPHLS,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1358,doi:10.7910/DVN/BZ9Z2D,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1359,doi:10.7910/DVN/HPB1CA,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1360,doi:10.7910/DVN/HUZGPJ,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1361,doi:10.7910/DVN/1IWN5N,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1362,doi:10.7910/DVN/LD8MDG,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1363,doi:10.7910/DVN/80J7OL,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1364,doi:10.7910/DVN/3JA2GK,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1365,doi:10.7910/DVN/HJF8UO,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1366,doi:10.7910/DVN/5NJPTT,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
